Name;Smiles;Inchi;CasRN;MeltingPoint;BoilingPoint;WaterSolubility_mg_mL;LogP;Ref;ppm_exp;n_peaks_exp;multiplicity_exp;n_Hs_exp;atom_number_exp;peak_centers_exp;ExperimentalConditions;ppm_pred;n_peaks_pred;multiplicity_pred;n_Hs_pred;atom_number_pred;peak_centers_pred;predCondition
TG(i-15:0/21:0/10:0);[H][C@@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCC;InChI=1S/C49H94O6/c1-5-7-9-11-13-14-15-16-17-18-19-20-21-22-25-30-34-38-42-49(52)55-46(43-53-47(50)40-36-32-27-12-10-8-6-2)44-54-48(51)41-37-33-29-26-23-24-28-31-35-39-45(3)4/h45-46H,5-44H2,1-4H3/t46-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102883;;;;;;;;;;;;;;
TG(15:0/21:0/10:0);[H][C@@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCC;InChI=1S/C49H94O6/c1-4-7-10-13-16-18-20-22-23-24-25-26-27-29-31-34-37-40-43-49(52)55-46(44-53-47(50)41-38-35-32-15-12-9-6-3)45-54-48(51)42-39-36-33-30-28-21-19-17-14-11-8-5-2/h46H,4-45H2,1-3H3/t46-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102884;;;;;;;;;;;;;;
TG(i-15:0/a-21:0/i-12:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)CC;InChI=1S/C51H98O6/c1-7-47(6)39-33-27-20-16-12-10-8-9-11-13-17-22-30-36-42-51(54)57-48(44-56-50(53)41-35-29-24-23-26-32-38-46(4)5)43-55-49(52)40-34-28-21-18-14-15-19-25-31-37-45(2)3/h45-48H,7-44H2,1-6H3/t47?,48-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102885;;;;;;;;;;;;;;
TG(15:0/a-21:0/12:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC(C)CC;InChI=1S/C51H98O6/c1-5-8-10-12-14-16-17-23-27-31-35-39-43-50(53)56-46-48(45-55-49(52)42-38-34-30-25-15-13-11-9-6-2)57-51(54)44-40-36-32-28-24-21-19-18-20-22-26-29-33-37-41-47(4)7-3/h47-48H,5-46H2,1-4H3/t47?,48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102886;;;;;;;;;;;;;;
TG(i-15:0/a-21:0/12:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)CC;InChI=1S/C51H98O6/c1-6-8-9-10-11-19-26-31-36-41-49(52)55-44-48(45-56-50(53)42-37-32-27-23-18-20-24-29-34-39-46(3)4)57-51(54)43-38-33-28-22-17-15-13-12-14-16-21-25-30-35-40-47(5)7-2/h46-48H,6-45H2,1-5H3/t47?,48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102887;;;;;;;;;;;;;;
TG(a-15:0/a-21:0/12:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC(C)CC;InChI=1S/C51H98O6/c1-6-9-10-11-12-19-26-31-36-41-49(52)55-44-48(45-56-50(53)42-37-32-27-23-22-25-30-35-40-47(5)8-3)57-51(54)43-38-33-28-21-18-16-14-13-15-17-20-24-29-34-39-46(4)7-2/h46-48H,6-45H2,1-5H3/t46?,47?,48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102888;;;;;;;;;;;;;;
TG(15:0/a-21:0/i-12:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)CC;InChI=1S/C51H98O6/c1-6-8-9-10-11-12-13-19-22-25-31-36-41-49(52)55-44-48(45-56-50(53)42-37-32-28-27-29-34-39-46(3)4)57-51(54)43-38-33-26-23-20-17-15-14-16-18-21-24-30-35-40-47(5)7-2/h46-48H,6-45H2,1-5H3/t47?,48-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102889;;;;;;;;;;;;;;
TG(a-15:0/a-21:0/i-12:0)[rac];[H][C@](COC(=O)CCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)CC;InChI=1S/C51H98O6/c1-7-46(5)38-32-26-19-15-13-11-9-10-12-14-16-22-30-36-42-51(54)57-48(44-56-50(53)41-35-29-24-23-25-31-37-45(3)4)43-55-49(52)40-34-28-21-18-17-20-27-33-39-47(6)8-2/h45-48H,7-44H2,1-6H3/t46?,47?,48-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102890;;;;;;;;;;;;;;
TG(15:0/i-21:0/12:0);[H][C@@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C51H98O6/c1-5-7-9-11-13-15-16-23-27-31-35-39-43-50(53)56-46-48(45-55-49(52)42-38-34-30-25-14-12-10-8-6-2)57-51(54)44-40-36-32-28-24-21-19-17-18-20-22-26-29-33-37-41-47(3)4/h47-48H,5-46H2,1-4H3/t48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102891;;;;;;;;;;;;;;
TG(a-15:0/21:0/12:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCCC;InChI=1S/C51H98O6/c1-5-8-10-12-14-16-17-18-19-20-21-22-23-24-26-32-36-40-44-51(54)57-48(45-55-49(52)42-38-34-30-25-15-13-11-9-6-2)46-56-50(53)43-39-35-31-28-27-29-33-37-41-47(4)7-3/h47-48H,5-46H2,1-4H3/t47?,48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102892;;;;;;;;;;;;;;
TG(a-15:0/21:0/i-12:0)[rac];[H][C@](COC(=O)CCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCC;InChI=1S/C51H98O6/c1-6-8-9-10-11-12-13-14-15-16-17-18-19-20-21-26-33-38-43-51(54)57-48(45-56-50(53)42-37-32-28-27-29-34-39-46(3)4)44-55-49(52)41-36-31-25-23-22-24-30-35-40-47(5)7-2/h46-48H,6-45H2,1-5H3/t47?,48-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102893;;;;;;;;;;;;;;
TG(a-15:0/i-21:0/i-12:0)[rac];[H][C@](COC(=O)CCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C51H98O6/c1-7-47(6)39-33-27-20-17-18-21-28-34-40-49(52)55-43-48(44-56-50(53)41-35-29-24-23-26-32-38-46(4)5)57-51(54)42-36-30-22-16-14-12-10-8-9-11-13-15-19-25-31-37-45(2)3/h45-48H,7-44H2,1-6H3/t47?,48-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102894;;;;;;;;;;;;;;
TG(a-15:0/i-21:0/12:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C51H98O6/c1-6-8-9-10-11-19-26-31-36-41-49(52)55-44-48(45-56-50(53)42-37-32-27-23-22-25-30-35-40-47(5)7-2)57-51(54)43-38-33-28-21-18-16-14-12-13-15-17-20-24-29-34-39-46(3)4/h46-48H,6-45H2,1-5H3/t47?,48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102895;;;;;;;;;;;;;;
TG(i-15:0/21:0/i-12:0);[H][C@](COC(=O)CCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCC;InChI=1S/C51H98O6/c1-6-7-8-9-10-11-12-13-14-15-16-17-18-19-22-26-33-38-43-51(54)57-48(45-56-50(53)42-37-32-28-27-30-35-40-47(4)5)44-55-49(52)41-36-31-25-23-20-21-24-29-34-39-46(2)3/h46-48H,6-45H2,1-5H3/t48-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102896;;;;;;;;;;;;;;
TG(15:0/i-21:0/i-12:0);[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C51H98O6/c1-6-7-8-9-10-11-12-19-22-25-31-36-41-49(52)55-44-48(45-56-50(53)42-37-32-28-27-30-35-40-47(4)5)57-51(54)43-38-33-26-23-20-17-15-13-14-16-18-21-24-29-34-39-46(2)3/h46-48H,6-45H2,1-5H3/t48-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102897;;;;;;;;;;;;;;
TG(i-15:0/i-21:0/12:0);[H][C@@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C51H98O6/c1-6-7-8-9-10-19-26-31-36-41-49(52)55-44-48(45-56-50(53)42-37-32-27-23-18-21-25-30-35-40-47(4)5)57-51(54)43-38-33-28-22-17-15-13-11-12-14-16-20-24-29-34-39-46(2)3/h46-48H,6-45H2,1-5H3/t48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102898;;;;;;;;;;;;;;
TG(i-15:0/i-21:0/i-12:0);[H][C@](COC(=O)CCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C51H98O6/c1-45(2)37-31-25-19-15-12-10-8-7-9-11-13-17-22-30-36-42-51(54)57-48(44-56-50(53)41-35-29-24-23-27-33-39-47(5)6)43-55-49(52)40-34-28-21-18-14-16-20-26-32-38-46(3)4/h45-48H,7-44H2,1-6H3/t48-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102899;;;;;;;;;;;;;;
TG(i-15:0/21:0/12:0);[H][C@@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCC;InChI=1S/C51H98O6/c1-5-7-9-11-13-15-16-17-18-19-20-21-22-23-27-32-36-40-44-51(54)57-48(45-55-49(52)42-38-34-30-25-14-12-10-8-6-2)46-56-50(53)43-39-35-31-28-24-26-29-33-37-41-47(3)4/h47-48H,5-46H2,1-4H3/t48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102900;;;;;;;;;;;;;;
TG(15:0/21:0/12:0);[H][C@@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCC;InChI=1S/C51H98O6/c1-4-7-10-13-16-19-21-23-24-25-26-27-28-30-33-36-39-42-45-51(54)57-48(46-55-49(52)43-40-37-34-31-18-15-12-9-6-3)47-56-50(53)44-41-38-35-32-29-22-20-17-14-11-8-5-2/h48H,4-47H2,1-3H3/t48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102901;;;;;;;;;;;;;;
TG(15:0/21:0/i-12:0);[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCC;InChI=1S/C51H98O6/c1-5-7-9-11-13-15-17-19-20-21-22-23-24-26-28-30-36-40-44-51(54)57-48(46-56-50(53)43-39-35-32-31-33-37-41-47(3)4)45-55-49(52)42-38-34-29-27-25-18-16-14-12-10-8-6-2/h47-48H,5-46H2,1-4H3/t48-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102902;;;;;;;;;;;;;;
TG(15:0/a-21:0/a-13:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC(C)CC;InChI=1S/C52H100O6/c1-6-9-10-11-12-13-14-20-23-26-32-37-42-50(53)56-45-49(46-57-51(54)43-38-33-29-28-31-36-41-48(5)8-3)58-52(55)44-39-34-27-24-21-18-16-15-17-19-22-25-30-35-40-47(4)7-2/h47-49H,6-46H2,1-5H3/t47?,48?,49-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102903;;;;;;;;;;;;;;
TG(i-15:0/a-21:0/a-13:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC(C)CC;InChI=1S/C52H100O6/c1-7-47(5)39-33-27-21-17-13-11-9-10-12-14-18-23-31-37-43-52(55)58-49(45-57-51(54)42-36-30-25-24-28-34-40-48(6)8-2)44-56-50(53)41-35-29-22-19-15-16-20-26-32-38-46(3)4/h46-49H,7-45H2,1-6H3/t47?,48?,49-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102904;;;;;;;;;;;;;;
TG(i-15:0/a-21:0/i-13:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)CC;InChI=1S/C52H100O6/c1-7-48(6)40-34-28-22-16-12-10-8-9-11-13-17-24-31-37-43-52(55)58-49(45-57-51(54)42-36-30-25-19-21-27-33-39-47(4)5)44-56-50(53)41-35-29-23-18-14-15-20-26-32-38-46(2)3/h46-49H,7-45H2,1-6H3/t48?,49-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102905;;;;;;;;;;;;;;
TG(15:0/a-21:0/13:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC(C)CC;InChI=1S/C52H100O6/c1-5-8-10-12-14-16-18-24-28-32-36-40-44-51(54)57-47-49(46-56-50(53)43-39-35-31-27-17-15-13-11-9-6-2)58-52(55)45-41-37-33-29-25-22-20-19-21-23-26-30-34-38-42-48(4)7-3/h48-49H,5-47H2,1-4H3/t48?,49-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102906;;;;;;;;;;;;;;
TG(i-15:0/a-21:0/13:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)CC;InChI=1S/C52H100O6/c1-6-8-9-10-11-12-22-27-32-37-42-50(53)56-45-49(46-57-51(54)43-38-33-28-24-19-20-25-30-35-40-47(3)4)58-52(55)44-39-34-29-23-18-16-14-13-15-17-21-26-31-36-41-48(5)7-2/h47-49H,6-46H2,1-5H3/t48?,49-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102907;;;;;;;;;;;;;;
TG(a-15:0/a-21:0/13:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC(C)CC;InChI=1S/C52H100O6/c1-6-9-10-11-12-13-21-27-32-37-42-50(53)56-45-49(46-57-51(54)43-38-33-28-24-23-26-31-36-41-48(5)8-3)58-52(55)44-39-34-29-22-19-17-15-14-16-18-20-25-30-35-40-47(4)7-2/h47-49H,6-46H2,1-5H3/t47?,48?,49-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102908;;;;;;;;;;;;;;
TG(15:0/a-21:0/i-13:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)CC;InChI=1S/C52H100O6/c1-6-8-9-10-11-12-13-19-22-27-32-37-42-50(53)56-45-49(46-57-51(54)43-38-33-29-24-25-30-35-40-47(3)4)58-52(55)44-39-34-28-23-20-17-15-14-16-18-21-26-31-36-41-48(5)7-2/h47-49H,6-46H2,1-5H3/t48?,49-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102909;;;;;;;;;;;;;;
TG(a-15:0/21:0/a-13:0)[rac];[H][C@](COC(=O)CCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCCC;InChI=1S/C52H100O6/c1-6-9-10-11-12-13-14-15-16-17-18-19-20-21-22-27-34-39-44-52(55)58-49(46-57-51(54)43-38-33-29-28-31-36-41-48(5)8-3)45-56-50(53)42-37-32-26-24-23-25-30-35-40-47(4)7-2/h47-49H,6-46H2,1-5H3/t47?,48?,49-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102910;;;;;;;;;;;;;;
TG(a-15:0/a-21:0/i-13:0)[rac];[H][C@](COC(=O)CCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)CC;InChI=1S/C52H100O6/c1-7-47(5)39-33-27-21-15-13-11-9-10-12-14-16-24-31-37-43-52(55)58-49(45-57-51(54)42-36-30-25-19-20-26-32-38-46(3)4)44-56-50(53)41-35-29-23-18-17-22-28-34-40-48(6)8-2/h46-49H,7-45H2,1-6H3/t47?,48?,49-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102911;;;;;;;;;;;;;;
TG(15:0/i-21:0/13:0);[H][C@@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C52H100O6/c1-5-7-9-11-13-15-17-24-28-32-36-40-44-51(54)57-47-49(46-56-50(53)43-39-35-31-27-16-14-12-10-8-6-2)58-52(55)45-41-37-33-29-25-22-20-18-19-21-23-26-30-34-38-42-48(3)4/h48-49H,5-47H2,1-4H3/t49-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102912;;;;;;;;;;;;;;
TG(a-15:0/a-21:0/a-13:0)[rac];[H][C@](COC(=O)CCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC(C)CC;InChI=1S/C52H100O6/c1-7-46(4)38-32-26-20-16-14-12-10-11-13-15-17-23-31-37-43-52(55)58-49(45-57-51(54)42-36-30-25-24-28-34-40-48(6)9-3)44-56-50(53)41-35-29-22-19-18-21-27-33-39-47(5)8-2/h46-49H,7-45H2,1-6H3/t46?,47?,48?,49-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102913;;;;;;;;;;;;;;
TG(a-15:0/21:0/13:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCCC;InChI=1S/C52H100O6/c1-5-8-10-12-14-16-18-19-20-21-22-23-24-25-27-33-37-41-45-52(55)58-49(46-56-50(53)43-39-35-31-26-17-15-13-11-9-6-2)47-57-51(54)44-40-36-32-29-28-30-34-38-42-48(4)7-3/h48-49H,5-47H2,1-4H3/t48?,49-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102914;;;;;;;;;;;;;;
TG(a-15:0/21:0/i-13:0)[rac];[H][C@](COC(=O)CCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCC;InChI=1S/C52H100O6/c1-6-8-9-10-11-12-13-14-15-16-17-18-19-20-21-28-34-39-44-52(55)58-49(46-57-51(54)43-38-33-29-24-25-30-35-40-47(3)4)45-56-50(53)42-37-32-27-23-22-26-31-36-41-48(5)7-2/h47-49H,6-46H2,1-5H3/t48?,49-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102915;;;;;;;;;;;;;;
TG(a-15:0/i-21:0/i-13:0)[rac];[H][C@](COC(=O)CCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C52H100O6/c1-7-48(6)40-34-28-22-17-18-23-29-35-41-50(53)56-44-49(45-57-51(54)42-36-30-25-19-21-27-33-39-47(4)5)58-52(55)43-37-31-24-16-14-12-10-8-9-11-13-15-20-26-32-38-46(2)3/h46-49H,7-45H2,1-6H3/t48?,49-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102916;;;;;;;;;;;;;;
TG(a-15:0/i-21:0/13:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C52H100O6/c1-6-8-9-10-11-12-21-27-32-37-42-50(53)56-45-49(46-57-51(54)43-38-33-28-24-23-26-31-36-41-48(5)7-2)58-52(55)44-39-34-29-22-19-17-15-13-14-16-18-20-25-30-35-40-47(3)4/h47-49H,6-46H2,1-5H3/t48?,49-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102917;;;;;;;;;;;;;;
TG(i-15:0/21:0/i-13:0);[H][C@](COC(=O)CCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCC;InChI=1S/C52H100O6/c1-6-7-8-9-10-11-12-13-14-15-16-17-18-19-22-28-34-39-44-52(55)58-49(46-57-51(54)43-38-33-29-24-26-31-36-41-48(4)5)45-56-50(53)42-37-32-27-23-20-21-25-30-35-40-47(2)3/h47-49H,6-46H2,1-5H3/t49-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102918;;;;;;;;;;;;;;
TG(i-15:0/i-21:0/a-13:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C52H100O6/c1-7-48(6)40-34-28-24-25-30-36-42-51(54)57-45-49(44-56-50(53)41-35-29-22-19-15-17-21-27-33-39-47(4)5)58-52(55)43-37-31-23-18-14-12-10-8-9-11-13-16-20-26-32-38-46(2)3/h46-49H,7-45H2,1-6H3/t48?,49-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102919;;;;;;;;;;;;;;
TG(15:0/i-21:0/a-13:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C52H100O6/c1-6-8-9-10-11-12-13-20-23-26-32-37-42-50(53)56-45-49(46-57-51(54)43-38-33-29-28-31-36-41-48(5)7-2)58-52(55)44-39-34-27-24-21-18-16-14-15-17-19-22-25-30-35-40-47(3)4/h47-49H,6-46H2,1-5H3/t48?,49-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102920;;;;;;;;;;;;;;
TG(a-15:0/i-21:0/a-13:0)[rac];[H][C@](COC(=O)CCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C52H100O6/c1-7-47(5)39-33-27-21-18-19-22-29-35-41-50(53)56-44-49(45-57-51(54)42-36-30-25-24-28-34-40-48(6)8-2)58-52(55)43-37-31-23-17-15-13-11-9-10-12-14-16-20-26-32-38-46(3)4/h46-49H,7-45H2,1-6H3/t47?,48?,49-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102921;;;;;;;;;;;;;;
TG(15:0/i-21:0/i-13:0);[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C52H100O6/c1-6-7-8-9-10-11-12-19-22-27-32-37-42-50(53)56-45-49(46-57-51(54)43-38-33-29-24-26-31-36-41-48(4)5)58-52(55)44-39-34-28-23-20-17-15-13-14-16-18-21-25-30-35-40-47(2)3/h47-49H,6-46H2,1-5H3/t49-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102922;;;;;;;;;;;;;;
TG(i-15:0/i-21:0/13:0);[H][C@@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C52H100O6/c1-6-7-8-9-10-11-22-27-32-37-42-50(53)56-45-49(46-57-51(54)43-38-33-28-24-19-21-26-31-36-41-48(4)5)58-52(55)44-39-34-29-23-18-16-14-12-13-15-17-20-25-30-35-40-47(2)3/h47-49H,6-46H2,1-5H3/t49-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102923;;;;;;;;;;;;;;
TG(i-15:0/21:0/a-13:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCCC;InChI=1S/C52H100O6/c1-6-8-9-10-11-12-13-14-15-16-17-18-19-20-23-27-34-39-44-52(55)58-49(46-57-51(54)43-38-33-29-28-31-36-41-48(5)7-2)45-56-50(53)42-37-32-26-24-21-22-25-30-35-40-47(3)4/h47-49H,6-46H2,1-5H3/t48?,49-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102924;;;;;;;;;;;;;;
